Product_ID,Category,Sub-Category,Product_Name
OFF/PAP-002412,Office Supplies,Paper,Xerox 1959
TEC/ACC-003082,Technology,Accessories,"Memorex Flash Drive, Erganomic"
TEC/MAC-003341,Technology,Machines,"Epson Inkjet, White"
FUR/BOO-000093,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine
TEC/MAC-003324,Technology,Machines,Cisco 9971 IP Video Phone Charcoal
TEC/PHO-003785,Technology,Phones,Speck Products Candyshell Flip Case
FUR/CHA-000298,Furniture,Chairs,"Novimex Steel Folding Chair, Set of Two"
OFF/ENV-001682,Office Supplies,Envelopes,"Ames Manila Envelope, Set of 50"
OFF/PAP-002237,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5"""
FUR/TAB-000836,Furniture,Tables,"Lesro Wood Table, with Bottom Storage"
OFF/APP-000859,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers
OFF/ART-001133,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener
OFF/PAP-002288,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2"""
OFF/PAP-002255,Office Supplies,Paper,"SanDisk Cards & Envelopes, 8.5 x 11"
TEC/ACC-003139,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive
TEC/PHO-003496,Technology,Phones,Anker 24W Portable Micro USB Car Charger
TEC/PHO-003628,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset
TEC/PHO-003695,Technology,Phones,"Nokia Speaker Phone, with Caller ID"
FUR/FUR-000448,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat"
OFF/BIN-001432,Office Supplies,Binders,Binding Machine Supplies
OFF/SUP-002882,Office Supplies,Supplies,"Kleencut Scissors, Steel"
OFF/ENV-001728,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Security-Tint"
TEC/MAC-003348,Technology,Machines,"Epson Printer, Durable"
OFF/SUP-002884,Office Supplies,Supplies,"Kleencut Shears, High Speed"
FUR/TAB-000831,Furniture,Tables,"Lesro Training Table, Rectangular"
OFF/LAB-001977,Office Supplies,Labels,Avery 500
TEC/MAC-003433,Technology,Machines,"Panasonic Card Printer, Red"
FUR/TAB-000825,Furniture,Tables,"Lesro Round Table, Fully Assembled"
TEC/MAC-003467,Technology,Machines,"StarTech Card Printer, Wireless"
OFF/FAS-001886,Office Supplies,Fasteners,"OIC Clamps, Bulk Pack"
OFF/PAP-002447,Office Supplies,Paper,Xerox 1991
FUR/FUR-000440,Furniture,Furnishings,"Deflect-O Clock, Durable"
TEC/PHO-003698,Technology,Phones,Nortel Meridian M5316 Digital phone
TEC/MAC-003318,Technology,Machines,Bady BDG101FRU Card Printer
OFF/PAP-002251,Office Supplies,Paper,Rediform Voice Mail Log Books
OFF/APP-000988,Office Supplies,Appliances,"Hoover Blender, White"
FUR/FUR-000617,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock"
OFF/APP-000925,Office Supplies,Appliances,"Cuisinart Toaster, Silver"
FUR/FUR-000412,Furniture,Furnishings,Coloredge Poster Frame
FUR/FUR-000556,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame
FUR/BOO-000068,Furniture,Bookcases,"Hon Metal Bookcases, Putty"
TEC/MAC-003432,Technology,Machines,"Panasonic Card Printer, Durable"
OFF/PAP-002370,Office Supplies,Paper,Xerox 1920
TEC/ACC-003103,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive
OFF/ART-001271,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box"
OFF/PAP-002318,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book"
TEC/MAC-003337,Technology,Machines,"Epson Card Printer, Red"
FUR/TAB-000687,Furniture,Tables,"Barricks Conference Table, Rectangular"
TEC/PHO-003601,Technology,Phones,Google Nexus 5
OFF/BIN-001433,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2"""
OFF/ENV-001675,Office Supplies,Envelopes,"Ames Interoffice Envelope, with clear poly window"
OFF/PAP-002480,Office Supplies,Paper,Xerox 22
TEC/ACC-002924,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand 
OFF/APP-001001,Office Supplies,Appliances,Hoover Portapower Portable Vacuum
OFF/SUP-002853,Office Supplies,Supplies,"Fiskars Scissors, High Speed"
OFF/PAP-002135,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages"
TEC/PHO-003609,Technology,Phones,i.Sound Portable Power - 8000 mAh
TEC/MAC-003439,Technology,Machines,"Panasonic Inkjet, Wireless"
OFF/BIN-001653,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3"""
FUR/BOO-000004,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"
OFF/ART-001253,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop
TEC/MAC-003418,Technology,Machines,"Okidata Phone, White"
OFF/ART-001324,Office Supplies,Art,"Stanley Sketch Pad, Water Color"
OFF/APP-001006,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum
TEC/PHO-003620,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger
FUR/BOO-000161,Furniture,Bookcases,"Sauder Library with Doors, Pine"
FUR/TAB-000769,Furniture,Tables,"Chromcraft Training Table, with Bottom Storage"
FUR/FUR-000373,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT
TEC/PHO-003757,Technology,Phones,"Samsung Headset, Full Size"
TEC/PHO-003748,Technology,Phones,Samsung Convoy 3
TEC/COP-003228,Technology,Copiers,Canon PC1060 Personal Laser Copier
OFF/ENV-001720,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Security-Tint"
TEC/ACC-003121,Technology,Accessories,Microsoft Sculpt Comfort Mouse
TEC/PHO-003631,Technology,Phones,LG G3
OFF/PAP-002453,Office Supplies,Paper,Xerox 1997
FUR/CHA-000256,Furniture,Chairs,Hon Mobius Operator's Chair
OFF/ART-001136,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener
TEC/MAC-003476,Technology,Machines,"StarTech Printer, Red"
FUR/BOO-000137,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional"
TEC/ACC-003032,Technology,Accessories,"Logitech Keyboard, USB"
TEC/PHO-003784,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors"
OFF/ART-001239,Office Supplies,Art,Newell 344
OFF/STO-002643,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle
OFF/ART-001067,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters
FUR/FUR-000557,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock"
TEC/PHO-003723,Technology,Phones,Plantronics MX500i Earset
FUR/TAB-000685,Furniture,Tables,"Barricks Conference Table, Adjustable Height"
OFF/STO-002747,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray"
TEC/ACC-003003,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black
OFF/BIN-001494,Office Supplies,Binders,GBC Imprintable Covers
OFF/PAP-002317,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page"
OFF/SUP-002779,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors
OFF/STO-002546,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer
OFF/ENV-001804,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13"
OFF/STO-002762,Office Supplies,Storage,"Tennsco Lockers, Sand"
FUR/TAB-000694,Furniture,Tables,"Barricks Training Table, Adjustable Height"
OFF/PAP-002329,Office Supplies,Paper,Xerox 1883
OFF/BIN-001654,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal
TEC/ACC-003179,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack"
OFF/STO-002632,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black"
OFF/ART-001208,Office Supplies,Art,Newell 316
FUR/TAB-000706,Furniture,Tables,"Bevis Coffee Table, Fully Assembled"
FUR/TAB-000711,Furniture,Tables,"Bevis Computer Table, with Bottom Storage"
OFF/APP-000931,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags"
FUR/FUR-000500,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"
OFF/PAP-002282,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes
OFF/APP-000927,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags
OFF/PAP-002431,Office Supplies,Paper,Xerox 1977
TEC/ACC-002985,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp
FUR/TAB-000732,Furniture,Tables,"Bevis Wood Table, Rectangular"
OFF/APP-000961,Office Supplies,Appliances,"Hamilton Beach Refrigerator, White"
OFF/PAP-002142,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"
OFF/APP-000848,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor
OFF/PAP-002326,Office Supplies,Paper,Xerox 1880
TEC/ACC-003086,Technology,Accessories,Memorex Froggy Flash Drive 8 GB
FUR/CHA-000234,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
TEC/COP-003203,Technology,Copiers,"Brother Personal Copier, High-Speed"
TEC/MAC-003435,Technology,Machines,"Panasonic Card Printer, Wireless"
FUR/FUR-000375,Furniture,Furnishings,3M Polarizing Light Filter Sleeves
OFF/PAP-002312,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"
TEC/PHO-003735,Technology,Phones,PureGear Roll-On Screen Protector
OFF/BIN-001374,Office Supplies,Binders,Aluminum Screw Posts
TEC/MAC-003487,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black"
TEC/ACC-002923,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard
OFF/APP-001008,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum
FUR/FUR-000480,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets
OFF/ART-001185,Office Supplies,Art,Dixon Ticonderoga Pencils
OFF/FAS-001908,Office Supplies,Fasteners,"OIC Thumb Tacks, Metal"
FUR/FUR-000422,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"
OFF/BIN-001465,Office Supplies,Binders,Cardinal Slant-D Ring Binders
TEC/PHO-003591,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple
FUR/TAB-000728,Furniture,Tables,"Bevis Training Table, Rectangular"
TEC/ACC-003133,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset
OFF/APP-000984,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room
FUR/TAB-000811,Furniture,Tables,Laminate Occasional Tables
OFF/STO-002724,Office Supplies,Storage,Steel Personal Filing/Posting Tote
TEC/COP-003230,Technology,Copiers,Canon PC-428 Personal Copier
OFF/ENV-001704,Office Supplies,Envelopes,"Cameo Mailers, Security-Tint"
FUR/FUR-000544,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock"
FUR/FUR-000547,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock
OFF/APP-001019,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center
TEC/PHO-003701,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s
TEC/ACC-002967,Technology,Accessories,"Enermax Memory Card, Programmable"
FUR/FUR-000548,Furniture,Furnishings,Flat Face Poster Frame
OFF/APP-000846,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room
FUR/TAB-000808,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables"
TEC/PHO-003728,Technology,Phones,Polycom CX600 IP Phone VoIP phone
OFF/PAP-002427,Office Supplies,Paper,Xerox 1973
OFF/STO-002640,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black"
FUR/BOO-000152,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal"
FUR/CHA-000304,Furniture,Chairs,Novimex Turbo Task Chair
FUR/BOO-000095,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases
TEC/ACC-003028,Technology,Accessories,Logitech Keyboard K120
OFF/BIN-001521,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series"
TEC/PHO-003718,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System
OFF/ART-001068,Office Supplies,Art,Barrel Sharpener
OFF/BIN-001473,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black"
FUR/TAB-000680,Furniture,Tables,"Barricks Coffee Table, Rectangular"
TEC/COP-003271,Technology,Copiers,"HP Fax and Copier, High-Speed"
TEC/COP-003281,Technology,Copiers,"HP Personal Copier, Color"
OFF/PAP-002347,Office Supplies,Paper,Xerox 19
OFF/STO-002766,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand"
FUR/CHA-000194,Furniture,Chairs,"Global Leather Task Chair, Black"
FUR/TAB-000724,Furniture,Tables,"Bevis Round Table, with Bottom Storage"
TEC/ACC-003175,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem"
TEC/PHO-003603,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone
OFF/LAB-001960,Office Supplies,Labels,Avery 486
OFF/LAB-002017,Office Supplies,Labels,"Avery Round Labels, 5000 Label Set"
OFF/ENV-001812,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes
FUR/FUR-000553,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
FUR/FUR-000627,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats"
OFF/FAS-001893,Office Supplies,Fasteners,"OIC Push Pins, 12 Pack"
OFF/APP-000908,Office Supplies,Appliances,"Cuisinart Coffee Grinder, Red"
FUR/CHA-000170,Furniture,Chairs,"Global Armless Task Chair, Royal Blue"
TEC/PHO-003742,Technology,Phones,RCA ViSYS 25825 Wireless digital phone
FUR/CHA-000172,Furniture,Chairs,Global Comet Stacking Arm Chair
TEC/MAC-003327,Technology,Machines,Cisco SPA525G2 5-Line IP Phone
OFF/APP-001025,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection
OFF/LAB-002052,Office Supplies,Labels,"Hon Color Coded Labels, Adjustable"
OFF/PAP-002180,Office Supplies,Paper,"Enermax Cards & Envelopes, 8.5 x 11"
FUR/FUR-000511,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear"
FUR/FUR-000433,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"
TEC/PHO-003611,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4"
OFF/ART-001254,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener
OFF/SUP-002839,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack"
TEC/PHO-003703,Technology,Phones,OtterBox Defender Series Case - iPhone 5c
OFF/SUP-002771,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors"
OFF/BIN-001563,Office Supplies,Binders,Ibico Recycled Linen-Style Covers
OFF/APP-000977,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room"
OFF/ART-001294,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set"
TEC/PHO-003782,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone
FUR/FUR-000531,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp
TEC/MAC-003478,Technology,Machines,"StarTech Printer, Wireless"
FUR/TAB-000761,Furniture,Tables,Chromcraft Round Conference Tables
FUR/TAB-000714,Furniture,Tables,"Bevis Conference Table, with Bottom Storage"
TEC/MAC-003474,Technology,Machines,"StarTech Phone, Wireless"
TEC/ACC-003155,Technology,Accessories,"SanDisk Mouse, Erganomic"
OFF/APP-001054,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge
OFF/APP-001027,Office Supplies,Appliances,"KitchenAid Blender, Silver"
FUR/CHA-000171,Furniture,Chairs,Global Chrome Stack Chair
OFF/PAP-002415,Office Supplies,Paper,Xerox 1962
OFF/PAP-002406,Office Supplies,Paper,Xerox 1953
OFF/ART-001104,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack"
OFF/ENV-001745,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers
OFF/ENV-001813,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes
TEC/MAC-003376,Technology,Machines,"Konica Card Printer, Wireless"
OFF/APP-000956,Office Supplies,Appliances,"Hamilton Beach Microwave, Silver"
FUR/BOO-000119,Furniture,Bookcases,"Safco Corner Shelving, Pine"
OFF/LAB-002102,Office Supplies,Labels,Self-Adhesive Removable Labels
OFF/BIN-001518,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements
OFF/PAP-002296,Office Supplies,Paper,Things To Do Today Pad
TEC/MAC-003491,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer
OFF/FAS-001825,Office Supplies,Fasteners,"Accos Paper Clips, Bulk Pack"
OFF/SUP-002861,Office Supplies,Supplies,Fiskars Spring-Action Scissors
TEC/ACC-003020,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset
OFF/PAP-002388,Office Supplies,Paper,Xerox 1937
OFF/PAP-002479,Office Supplies,Paper,Xerox 219
OFF/ART-001203,Office Supplies,Art,Newell 311
OFF/PAP-002341,Office Supplies,Paper,Xerox 1894
FUR/FUR-000662,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp"
OFF/APP-000933,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue"
TEC/PHO-003739,Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting
OFF/FAS-001876,Office Supplies,Fasteners,Bagged Rubber Bands
FUR/FUR-000659,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48"""
OFF/STO-002746,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black"
FUR/BOO-000102,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases
OFF/LAB-001966,Office Supplies,Labels,Avery 491
FUR/TAB-000817,Furniture,Tables,"Lesro Computer Table, Fully Assembled"
OFF/PAP-002378,Office Supplies,Paper,Xerox 1928
TEC/ACC-003066,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH
OFF/ENV-001748,Office Supplies,Envelopes,"Jiffy Business Envelopes, Set of 50"
FUR/FUR-000388,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2"
OFF/APP-000915,Office Supplies,Appliances,"Cuisinart Refrigerator, Black"
TEC/PHO-003593,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black
OFF/PAP-002483,Office Supplies,Paper,Xerox 222
OFF/STO-002756,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack
TEC/PHO-003577,Technology,Phones,Cisco SPA301
OFF/PAP-002461,Office Supplies,Paper,Xerox 202
TEC/ACC-003008,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad
OFF/LAB-002106,Office Supplies,Labels,"Smead Color Coded Labels, Adjustable"
OFF/PAP-002325,Office Supplies,Paper,Xerox 188
OFF/BIN-001646,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders
OFF/BIN-001567,Office Supplies,Binders,JM Magazine Binder
FUR/TAB-000751,Furniture,Tables,"Chromcraft Coffee Table, with Bottom Storage"
OFF/PAP-002372,Office Supplies,Paper,Xerox 1922
OFF/ENV-001711,Office Supplies,Envelopes,"Cameo Peel and Seal, Recycled"
FUR/FUR-000472,Furniture,Furnishings,Eldon 200 Class Desk Accessories
OFF/PAP-002493,Office Supplies,Paper,Xerox 231
OFF/LAB-002101,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box
TEC/ACC-003134,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset
OFF/SUP-002786,Office Supplies,Supplies,"Acme Letter Opener, High Speed"
FUR/FUR-000529,Furniture,Furnishings,"Eldon Stacking Tray, Erganomic"
FUR/TAB-000797,Furniture,Tables,"Hon Round Table, Fully Assembled"
OFF/BIN-001493,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System
TEC/PHO-003737,Technology,Phones,Pyle PRT45 Retro Home Telephone
FUR/FUR-000525,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke"
TEC/ACC-002953,Technology,Accessories,Dell Slim USB Multimedia Keyboard
FUR/TAB-000767,Furniture,Tables,"Chromcraft Training Table, Fully Assembled"
OFF/PAP-002306,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)
TEC/MAC-003412,Technology,Machines,"Okidata Inkjet, White"
FUR/CHA-000306,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair
OFF/LAB-002115,Office Supplies,Labels,"Smead Legal Exhibit Labels, Alphabetical"
FUR/BOO-000156,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish"
OFF/ART-001154,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray"
OFF/PAP-002143,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”"
FUR/CHA-000290,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair
FUR/FUR-000481,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets
FUR/FUR-000560,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock"
OFF/PAP-002235,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad"
OFF/ART-001172,Office Supplies,Art,Colorific Watercolor Pencils
TEC/PHO-003638,Technology,Phones,Mitel MiVoice 5330e IP Phone
OFF/BIN-001471,Office Supplies,Binders,Durable Pressboard Binders
OFF/PAP-002521,Office Supplies,Paper,"Xerox Parchment Paper, Recycled"
OFF/STO-002631,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart 
FUR/BOO-000030,Furniture,Bookcases,Bush Mission Pointe Library
OFF/PAP-002261,Office Supplies,Paper,"SanDisk Computer Printout Paper, Premium"
OFF/LAB-001944,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll"
TEC/MAC-003358,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder
OFF/APP-000851,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"
FUR/FUR-000565,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
OFF/PAP-002343,Office Supplies,Paper,Xerox 1896
OFF/BIN-001601,Office Supplies,Binders,Tuf-Vin Binders
OFF/PAP-002245,Office Supplies,Paper,Petty Cash Envelope
TEC/ACC-002998,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac
FUR/CHA-000196,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm"
OFF/ENV-001815,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window"
FUR/BOO-000039,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish"
OFF/BIN-001474,Office Supplies,Binders,Economy Binders
OFF/BIN-001630,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders
FUR/BOO-000098,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase
OFF/PAP-002304,Office Supplies,Paper,Tops White Computer Printout Paper
FUR/BOO-000157,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish"
OFF/PAP-002489,Office Supplies,Paper,Xerox 228
TEC/PHO-003651,Technology,Phones,Motorola L703CM
OFF/PAP-002472,Office Supplies,Paper,Xerox 212
OFF/BIN-001561,Office Supplies,Binders,Ibico Presentation Index for Binding Systems
TEC/MAC-003349,Technology,Machines,"Epson Printer, Red"
TEC/MAC-003416,Technology,Machines,"Okidata Phone, Durable"
FUR/BOO-000104,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak
OFF/LAB-001976,Office Supplies,Labels,Avery 50
TEC/PHO-003539,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver"
FUR/FUR-000661,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12"""
OFF/BIN-001453,Office Supplies,Binders,Cardinal Hold-It CD Pocket
OFF/ART-001135,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606"
FUR/CHA-000183,Furniture,Chairs,Global Ergonomic Managers Chair
OFF/APP-001047,Office Supplies,Appliances,"KitchenAid Toaster, Silver"
OFF/FAS-001841,Office Supplies,Fasteners,"Accos Thumb Tacks, Bulk Pack"
FUR/FUR-000407,Furniture,Furnishings,Artistic Insta-Plaque
OFF/PAP-002332,Office Supplies,Paper,Xerox 1886
OFF/BIN-001483,Office Supplies,Binders,GBC Binding covers
OFF/ART-001200,Office Supplies,Art,Newell 309
TEC/COP-003287,Technology,Copiers,"HP Wireless Fax, High-Speed"
OFF/STO-002638,Office Supplies,Storage,Mobile Personal File Cube
OFF/ART-001241,Office Supplies,Art,Newell 346
TEC/PHO-003755,Technology,Phones,Samsung Galaxy S4 Mini
FUR/BOO-000105,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak
FUR/FUR-000628,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
OFF/PAP-002488,Office Supplies,Paper,Xerox 227
TEC/PHO-003560,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone
FUR/TAB-000698,Furniture,Tables,"Barricks Wood Table, Adjustable Height"
OFF/BIN-001606,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders
OFF/ART-001230,Office Supplies,Art,Newell 336
FUR/BOO-000141,Furniture,Bookcases,Sauder Camden County Collection Library
OFF/ART-001264,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack"
OFF/PAP-002358,Office Supplies,Paper,Xerox 191
OFF/LAB-001947,Office Supplies,Labels,Avery 474
OFF/PAP-002337,Office Supplies,Paper,Xerox 1890
OFF/PAP-002465,Office Supplies,Paper,Xerox 206
OFF/SUP-002807,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors
TEC/MAC-003410,Technology,Machines,"Okidata Card Printer, Wireless"
TEC/PHO-003546,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia"
